,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,3.5763885143013705,6.0776717970928535,5.929848055634203,3.2017177457108965,0.7045671526820756,2.4019095933145374,-3.105835129134188,-2.0083229137493848,4.217840848388563,-2.2099602625207053,134.02886766292386,288.0577353258477,2068.0577353258477
