,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,6.10690989458822,5.966019625808865,5.992832359784827,1.2600731087234673,-1.0671529457226696,2.5348532419380385,-1.4672475534154,1.6021752659101187,2.528945098730399,-4.132374247954266,154.41055866965263,328.82111733930526,2108.821117339305
