,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,0.7445414090767625,1.104403134661581,50.0,18.98719979989327,7.211568456110983,3.447497584768228,-9.14645738331705,0.1994790093467152,-1.5097192846987595,-1.522877300076423,44.5158858748811,109.0317717497622,1889.0317717497621
