,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,8.002435189025299,6.78619489021145,1.068167281292104,10.665500893047133,1.100331809335789,-3.817000852769372,2.7187615149252466,1.6417031347921678,-3.6774637768506953,2.0350453627157292,131.75022593051136,283.5004518610227,2063.5004518610226
