,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,0.03376524752215421,0.07135739204467625,0.35889676098087164,50.0,21.28945441931971,23.857272745709267,-40.0,-7.633434597039743,4.051256862180756,1.0595887762506406,19.844545804190535,59.68909160838107,1839.689091608381
