,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,7.288047103473615,6.225244232882647,6.309429714033282,3.5122557081692074,0.020220230494845795,-0.9497107020438663,0.9311444786742941,0.8318823710697038,1.2797308901325584,-2.1090502010159855,121.03670730291907,262.07341460583814,2042.073414605838
