,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,4.718820957612293,5.124195021009739,3.361632179255679,11.240149102382905,0.8888134041862948,-1.4010054428006748,0.5132867789566419,2.3582232026731123,-4.263998157617666,1.9052227609823373,106.49106986823341,232.98213973646682,2012.9821397364667
