,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,2.471085580735224,1.7249368411560417,5.9684348027806235,14.224908668733963,1.6012770038701802,-3.480541311310188,1.8798818503904253,1.1414767120465414,-0.9746031519930795,-0.16622869319260827,79.62643226879283,179.25286453758565,1959.2528645375855
