,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,1.4048210291376915,3.7309749869345943,4.262800078167938,15.588406559743115,2.4262037251483686,0.5548369112718142,2.1690082030074422,1.873133415876963,-1.5340255532632479,1.839441159371763,68.59951954437697,157.19903908875395,1937.199039088754
