,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,0.0,0.06062310256921495,0.9540177028989406,50.0,-29.590061274062105,30.907165303312578,-26.88691722138997,25.23055700364898,27.213037517716643,9.412671994867134,9.231999680771363,38.463999361542726,1818.4639993615426
