,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,2.516973759022502,2.8326600939988467,4.7430036386670364,10.065745068944537,2.1208688579183717,-3.116525928428389,0.9956154438019179,1.1530675525135181,-0.6214089517139346,-0.5320976330760226,93.2530855089359,206.5061710178718,1986.5061710178718
