,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,5.990849357361765,2.7886989993637172,6.659379231452754,32.05154496895201,-3.559032964693034,3.526909090139432,0.03184829928164998,-0.5248074218415083,1.6314036115052817,-1.1069449157609232,66.68685197367108,153.37370394734216,1933.3737039473422
