,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,1.9616742566018013,2.497074293355134,45.93959193581581,17.136195507848168,1.3173653744206713,-0.44757609565970413,-1.8759529282327916,-0.7718994575730851,-1.7995784502873973,-18.266899220900946,48.387364902047544,116.77472980409509,1896.7747298040952
