,α_STA,α_VOL,α_ACT,β,λ0_STA,λ1_STA,λ2_STA,λ0_VOL,λ1_VOL,λ2_VOL,nll,aic,bic
0,1.6052808796161384,5.568423405135785,7.27563170771223,10.192366093625564,2.5630186330040647,-3.072069755296698,0.5092080024755525,1.3871846345661218,-0.8480680081445997,-0.5387984262441345,87.38652080548354,194.77304161096708,1974.773041610967
