,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.30984111123680685,0.31424772206766555,6.66237506738809,1.1682803296401727,1.6654085560006058,60.22930954487851,130.458619089757,1020.458619089757
