,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.8226345355316972,0.5257925727438277,5.479454486813715,0.5702913887317002,7.136202812525285,73.77818075053716,157.55636150107432,1047.5563615010742
