,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.16300762438292016,0.4406433261621586,3.48169394883658,19.67220594668179,1.002392691511229,82.23609802527598,174.47219605055196,1064.472196050552
