,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.3351226540194736,0.43226183347150116,5.2387405223048775,1.0908436489216533,1.1998575999031165,78.51944391376304,167.03888782752608,1057.0388878275262
