,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.10789277285339857,0.2962543292826619,8.932824940720284,0.7139768793329666,0.3337086305199413,77.60387690342901,165.20775380685802,1055.207753806858
