,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.3205546142800732,0.4463349599057728,2.9190096477032816,2.823343145088033,0.9660751603628704,93.01970207213245,196.0394041442649,1086.0394041442648
