,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.46493160361606606,0.5799906707843393,0.8701350490942741,6.453731782234454,6.177288172479367,130.05811386765285,270.1162277353057,1160.1162277353058
