,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.29114141487840733,0.05593213851813996,0.42583674781639824,4.812508378545489,17.27083831570893,123.35938994294382,256.71877988588767,1146.7187798858877
