,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.1479172576176418,0.4339355563729233,6.708397307385746,0.39803816837049105,0.4808517727902308,102.97699572017399,215.95399144034798,1105.953991440348
