,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.0,0.47827538364479333,0.8685681652846282,0.9762306919071321,9.612450890519382,121.88352379028842,253.76704758057684,1143.767047580577
