,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,1.0,0.007859983273132923,8.10789210929261,0.026616341336395944,0.9460266939366768,91.05083125696342,192.10166251392684,1082.1016625139268
