,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.000582761174355945,0.0021886362742259548,18.15179986058243,4.4322365004537385,1.5192996370236038,77.0049172933291,164.0098345866582,1054.0098345866581
