,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.5802276165130392,0.24289605822371305,0.4802226009274998,6.12183266320759,6.619977782743961,134.67516958453203,279.35033916906406,1169.350339169064
