,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.26408991896848305,0.11618195256267762,5.469319677062906,1.32005892196806,0.4542571643537709,87.61217756874316,185.22435513748633,1075.2243551374863
