,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.38405391778936004,0.45395106124853396,13.514319546727085,0.7368836747301946,0.49185056601368604,60.76150330081403,131.52300660162805,1021.523006601628
