,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.01246779915758467,0.4578405239038805,7.4265213188058095,0.655646610972162,0.4044300025214441,88.38413724563618,186.76827449127236,1076.7682744912725
