,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.13066200465465747,0.0,3.755578620790728,0.17409155291130865,8.250490573033305,113.90581926827024,237.81163853654047,1127.8116385365404
