,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.16772833480323657,0.3008831632645811,2.8563318739303116,6.514396276573664,1.1591169835856987,92.45937782515666,194.91875565031333,1084.9187556503134
