,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.04984753434047502,0.8214705812670775,1.1033090335622031,7.171528724740604,0.5305430980902124,118.60495768857331,247.20991537714661,1137.2099153771467
