,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.1883096371701931,0.17425167968713223,15.29140784312434,0.7810279760489568,0.9233693740356227,45.783413969153116,101.56682793830623,991.5668279383062
