,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.3397566401913868,0.5014794192047396,9.723236852934251,1.2216467269008444,1.8154941229609587,41.73108353025405,93.4621670605081,983.4621670605081
