,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.5062212772121772,0.4911855712807101,2.1365218471304446,1.8853006181468348,2.698343467002548,104.23455505248741,218.46911010497482,1108.4691101049748
