,α_STA,α_VOL,β,γ_STA,γ_VOL,nll,aic,bic
0,0.025894828638104248,0.42700535031141246,1.1236080810077709,2.849146867783341,7.420985350921832,130.9817865004759,271.9635730009518,1161.9635730009518
