,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.41678041492838364,0.2790831263729444,2.021665759930635,3.0003986084423953,0.06236016503774459,2.2097137663748354,0.825387624304585,1.0,73.42187225324628,162.84374450649256,1586.8437445064926
