,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.2875135623035136,0.40625856322044046,7.923086031001322,4.853114091571678,0.15099110069142538,2.6683562327027754,0.5848464030227312,0.8565419692194478,0.23761769776427638,56.684784503819294,131.36956900763857,1733.3695690076386
