,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.5411177499420776,0.030592980058553494,3.7145425258181084,4.3338578413255755,0.41888689404509616,1.9643790036637168,0.05363227345316179,0.19837551176743284,0.8221196003999637,89.92246950966583,197.84493901933166,1799.8449390193316
