,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.8065516738924193,0.8924042741479955,0.8599434027323072,2.8175796951922103,0.0,0.0,1.0,0.3557134306716919,1.0,108.99266438612776,235.9853287722555,1837.9853287722556
