,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.0019420498924876152,0.029460221540518923,30.0,9.114192174869439,0.3749020381129747,2.6076605757748874,0.7887254627586999,0.14263231469260312,1.0,56.02119790753623,130.04239581507244,1732.0423958150725
