,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.006452237763991105,0.19978018151174978,14.048973067861297,0.1635288655426668,0.5588884392640756,1.4973229926039833,0.8917407973272757,0.0,1.0,72.38743280784976,162.77486561569953,1764.7748656156996
