,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.3426014154767984,0.388242059184675,8.731717118051547,7.319688509764012,0.4864972858776909,1.0969508239828027,0.3607213572759247,0.26893400818154783,0.5868810477919423,60.828591382089954,139.6571827641799,1741.6571827641799
