,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.0036382149419141724,0.017216906655873648,6.196106485165116,5.528398915085936,0.0,0.0,0.9580176577353186,0.0,120.5877436801791,257.1754873603582,1681.1754873603581
