,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.3160433674444208,0.3878970054664661,5.125580542127166,4.54627973783969,0.07682802593426032,1.3185890747752602,0.49294326923819043,0.4265975507351173,0.5730019663091219,84.17432925871434,186.34865851742867,1788.3486585174287
