,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,1.0,0.8049124130541214,1.3599486171712283,2.3035103161450783,0.05212261234590503,1.2976257081809892,1.0,1.0,77.16126584649027,170.32253169298053,1594.3225316929806
