,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.20310731939865354,0.4765809276875942,5.0587810748985165,5.491619907171448,0.06854605198956462,1.6080961265605849,0.42452880312504526,0.281693657664839,0.8138020740691357,93.6111048826921,205.2222097653842,1807.2222097653842
