,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,1.0,1.0,12.404921314535958,12.672996779979565,0.0,0.0,0.22589562207740221,0.9533101912352601,44.07760678246422,104.15521356492845,1528.1552135649285
