,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.08577901238679123,0.4358752518910109,2.933107013127055,3.280937537031744,0.8866048046769789,0.44722136685677133,0.7351266028428407,0.7187261540599859,1.0,91.31597865002875,200.6319573000575,1802.6319573000576
