,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.010266938553202695,0.2670801346704357,10.269043180552869,6.4241636755131815,0.36410930944690484,2.9832674070087783,0.24896248301811713,0.04403186734937219,0.5995054976956589,56.908637560219674,131.81727512043935,1733.8172751204393
