,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.17559705507790319,0.4075086337058327,3.1351384639241884,0.4461275654146956,0.010024637246251113,2.750923801136558,0.08991161172567884,0.7910012183087094,0.783192970054697,127.47347013601465,272.94694027202934,1874.9469402720292
