,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.0,1.0,5.199268116785618,4.580853063782587,0.00015177260447518589,22.32505933360399,0.00024999867162923197,0.0,0.30124955490409094,34.812249100954695,87.62449820190939,1689.6244982019093
