,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.11618717230489774,0.12421791352682779,20.28586482318088,1.8722152523738962,0.7857022634727635,0.7918828651215265,1.0,0.0,57.23696571996738,130.47393143993474,1554.4739314399349
