,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.1199181887079756,0.34540039411879875,9.376294898792718,5.9179509724310755,0.24106580669160696,0.7096725487288642,0.4185329243956516,0.30224363074450467,0.9374993848328059,72.30988466217357,162.61976932434715,1764.619769324347
