,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.2639092970398927,1.0,2.7489693565166453,1.3871175144470596,0.6256923033577132,1.2076722213012743,1.0,1.0,66.37401365998954,148.7480273199791,1572.748027319979
