,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,1.0,0.02278198470659324,0.9698876040747344,1.361628312390991,0.4442179870014062,2.184299981252119,0.0,0.31560976471290747,0.20998448605360184,73.39701864403901,164.79403728807802,1766.794037288078
