,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.4884691088028941,0.3837149560408359,2.1032824837992923,3.027072487667159,0.04626724996718597,2.2311089800512196,0.9213957634867954,0.7254574189639592,0.6699917019169743,89.42782307260413,196.85564614520825,1798.8556461452083
