,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.43493475491856287,0.46628972194597457,10.283027905371993,4.280245539192308,0.15825224091185008,3.315433662982163,0.2773260911074972,0.07733723577299884,0.15843818018434344,34.806269481026305,87.61253896205261,1689.6125389620527
