,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.4815817703248838,0.04115378312213085,2.1522392103965085,3.882843183765176,0.06046356323858707,1.3605860126180285,0.0827346349491055,0.599714048943555,0.31270703676323686,112.03918081696352,242.07836163392705,1844.078361633927
