,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.7546508131054332,0.8982161356457674,1.2983643886703646,0.8833096200285541,0.0,0.0,0.8314510857484787,1.0,111.85541637236055,239.7108327447211,1663.710832744721
