,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,λ_ACT,r,nll,aic,bic
0,0.10948877181696395,0.5191911632688778,10.202606060367025,8.929615279517213,0.5648205410839073,1.8974120897338118,0.48551437515190826,0.4203644095865564,0.5377681215968373,50.43923974844192,118.87847949688384,1720.8784794968838
