,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ,r,nll,aic,bic
0,0.3837301152137791,0.2575459612110851,2.2407448566550845,4.735994320180426,0.1055494083007911,1.9377449230730193,1.0,1.0,59.55350879051105,135.1070175810221,1559.107017581022
