,α_STA,α_VOL,β_STA,β_VOL,α_ACT,β_ACT,λ_STA,β_ACT,r,nll,aic,bic
0,0.0008002170916496805,0.0007262215864561694,16.20901799053564,30.0,0.0,0.0,0.9773068081964174,0.9964468888258493,1.0,123.27158083448853,264.54316166897706,1866.543161668977
